"PLAN","Anaplan, Inc.","60.49","$8.45B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/plan",""
"DYFN","Angel Oak Dynamic Financial Strategies Income Term Trust","17.65","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dyfn",""
"FINS","Angel Oak Financial Strategies Income Term Trust","16.88","$257.07M","2019","n/a","n/a","https://old.nasdaq.com/symbol/fins",""
"AU","AngloGold Ashanti Limited","25.17","$10.47B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/au",""
"BUD","Anheuser-Busch Inbev SA","57.59","$113.52B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/bud",""
"NLY","Annaly Capital Management Inc","7.23","$10.14B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nly",""
"NLY^D","Annaly Capital Management Inc","25.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nly^d",""
"NLY^F","Annaly Capital Management Inc","23.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nly^f",""
"NLY^G","Annaly Capital Management Inc","21.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nly^g",""
"NLY^I","Annaly Capital Management Inc","23.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nly^i",""
"AM","Antero Midstream Corporation","6.62","$3.16B","2017","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/am",""
"AR","Antero Resources Corporation","3.99","$1.07B","2013","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ar",""
"ANTM","Anthem, Inc.","310.76","$78.16B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/antm",""
"ANH","Anworth Mortgage Asset  Corporation","1.7","$168.52M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/anh",""
"ANH^A","Anworth Mortgage Asset  Corporation","23.405","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/anh^a",""
"ANH^B","Anworth Mortgage Asset  Corporation","17.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/anh^b",""
"ANH^C","Anworth Mortgage Asset  Corporation","21.42","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/anh^c",""
"AON","Aon plc","207.31","$48.02B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/aon",""
"AIV","Apartment Investment and Management Company","33.85","$5.04B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aiv",""
"APG","APi Group Corporation","15.32","$2.59B","2020","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/apg",""
"ARI","Apollo Commercial Real Estate Finance","9.18","$1.36B","2009","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ari",""
"APO","Apollo Global Management, Inc","41.15","$9.43B","2011","Finance","Investment Managers","https://old.nasdaq.com/symbol/apo",""
"APO^A","Apollo Global Management, Inc","26.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/apo^a",""
"APO^B","Apollo Global Management, Inc","27.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/apo^b",""
"AFT","Apollo Senior Floating Rate Fund Inc.","12.81","$199.49M","2011","n/a","n/a","https://old.nasdaq.com/symbol/aft",""
"APSG.U","Apollo Strategic Growth Capital","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/apsg.u",""
"AIF","Apollo Tactical Income Fund Inc.","12.76","$184.56M","2013","n/a","n/a","https://old.nasdaq.com/symbol/aif",""
"APLE","Apple Hospitality REIT, Inc.","10.88","$2.43B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aple",""
"AIT","Applied Industrial Technologies, Inc.","61.92","$2.4B","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/ait",""
"ATR","AptarGroup, Inc.","118.35","$7.63B","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/atr",""
"APTV","Aptiv PLC","100.29","$27.08B","2011","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/aptv",""
"APTV^A","Aptiv PLC","123.11","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aptv^a",""
"ARMK","Aramark","30.27","$7.66B","2013","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/armk",""
"ABR","Arbor Realty Trust","11.89","$1.33B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/abr",""
"ABR^A","Arbor Realty Trust","25.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abr^a",""
"ABR^B","Arbor Realty Trust","24.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abr^b",""
"ABR^C","Arbor Realty Trust","25.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abr^c",""
"ARC","ARC Document Solutions, Inc.","1.18","$51.73M","2004","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/arc",""
"MT","ArcelorMittal","14.75","$16.01B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mt",""
"MTCN","ArcelorMittal","37.33","n/a","2020","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mtcn",""
"ARCH","Arch Resources, Inc.","37.34","$565.56M","2016","Energy","Coal Mining","https://old.nasdaq.com/symbol/arch",""
"ADM","Archer-Daniels-Midland Company","51.87","$28.82B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/adm",""
"AROC","Archrock, Inc.","5.99","$916.17M","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/aroc",""
"ARNC","Arconic Corporation","23.89","$2.61B","2020","n/a","n/a","https://old.nasdaq.com/symbol/arnc",""
"ARCO","Arcos Dorados Holdings Inc.","4.12","$853.93M","2011","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/arco",""
"ACA","Arcosa, Inc.","48.13","$2.33B","2018","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/aca",""
"RCUS","Arcus Biosciences, Inc.","20.14","$1.31B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rcus",""
"ARD","Ardagh Group S.A.","16.44","$3.89B","2017","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/ard",""
"ASC","Ardmore Shipping Corporation","2.99","$99.52M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/asc",""
"AFC","Ares Capital Corporation","25.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/afc",""
"ACRE","Ares Commercial Real Estate Corporation","9.36","$313.02M","2012","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/acre",""
"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","12.76","$292.39M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ardc",""
"ARES","Ares Management Corporation","44.83","$6.42B","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/ares",""
"ARES^A","Ares Management Corporation","26.36","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ares^a",""
"AGX","Argan, Inc.","42.16","$660.65M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/agx",""
"ARGD","Argo Group International Holdings, Ltd.","25.61","n/a","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/argd",""
"ARGO","Argo Group International Holdings, Ltd.","37.7","$1.31B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/argo",""
"ARGO^A","Argo Group International Holdings, Ltd.","25.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/argo^a",""
"ANET","Arista Networks, Inc.","214.11","$16.28B","2014","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/anet",""
"AI","Arlington Asset Investment Corp","2.73","$95.59M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ai",""
"AI^B","Arlington Asset Investment Corp","18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ai^b",""
"AI^C","Arlington Asset Investment Corp","18.92","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ai^c",""
"AIC","Arlington Asset Investment Corp","23.26","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aic",""
"AIW","Arlington Asset Investment Corp","24.38","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aiw",""
"ARLO","Arlo Technologies, Inc.","5.17","$403.97M","2018","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/arlo",""
"AHH","Armada Hoffler Properties, Inc.","8.96","$702.91M","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/ahh",""
"AHH^A","Armada Hoffler Properties, Inc.","24.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahh^a",""
"ARR","ARMOUR Residential REIT, Inc.","9.94","$643.02M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/arr",""
"ARR^C","ARMOUR Residential REIT, Inc.","23.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/arr^c",""
"AFI","Armstrong Flooring, Inc.","3.74","$80.76M","2016","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/afi",""
"AWI","Armstrong World Industries Inc","66.5","$3.18B","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/awi",""
"ARW","Arrow Electronics, Inc.","83.49","$6.48B","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/arw",""
"AJG","Arthur J. Gallagher & Co.","107.92","$20.66B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/ajg",""
"APAM","Artisan Partners Asset Management Inc.","43.25","$3.4B","2013","Finance","Investment Managers","https://old.nasdaq.com/symbol/apam",""
"ASA","ASA Gold and Precious Metals Limited","21.12","$407.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asa",""
"ASAN","Asana, Inc.","23.51","$4.9B","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/asan",""
"ABG","Asbury Automotive Group Inc","118.94","$2.29B","2002","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/abg",""
"ACND","Ascendant Digital Acquisition Corp.","9.75","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/acnd",""
"ACND.U","Ascendant Digital Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/acnd.u",""
"ACND.WS","Ascendant Digital Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/acnd.ws",""
"ASX","ASE Technology Holding Co., Ltd.","4.48","$9.55B","2018","Technology","Semiconductors","https://old.nasdaq.com/symbol/asx",""
"ASGN","ASGN Incorporated","70.36","$3.69B","1992","Technology","Professional Services","https://old.nasdaq.com/symbol/asgn",""
"AHT","Ashford Hospitality Trust Inc","1.76","$22.98M","2003","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aht",""
"AHT^D","Ashford Hospitality Trust Inc","5.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^d",""
"AHT^F","Ashford Hospitality Trust Inc","5.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^f",""
"AHT^G","Ashford Hospitality Trust Inc","5.63","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^g",""
"AHT^H","Ashford Hospitality Trust Inc","5.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^h",""
"AHT^I","Ashford Hospitality Trust Inc","5.5217","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^i",""
"ASH","Ashland Global Holdings Inc.","75.49","$4.56B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/ash",""
"ASPN","Aspen Aerogels, Inc.","12.64","$339.32M","2014","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/aspn",""
"AHL^C","Aspen Insurance Holdings Limited","26.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahl^c",""
"AHL^D","Aspen Insurance Holdings Limited","26.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahl^d",""
"AHL^E","Aspen Insurance Holdings Limited","25.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahl^e",""
"ASPL.U","Aspirational Consumer Lifestyle Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/aspl.u",""
"AMK","AssetMark Financial Holdings, Inc.","23.65","$1.71B","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/amk",""
"ASB","Associated Banc-Corp","14.3","$2.2B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/asb",""
"ASB^C","Associated Banc-Corp","25.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^c",""
"ASB^D","Associated Banc-Corp","25.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^d",""
"ASB^E","Associated Banc-Corp","27.23","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^e",""
"ASB^F","Associated Banc-Corp","27.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^f",""
"AC","Associated Capital Group, Inc.","34.89","$780.2M","2015","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ac",""
"AIZ","Assurant, Inc.","125.99","$7.52B","2004","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/aiz",""
"AIZP","Assurant, Inc.","122.5","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/aizp",""
"AGO","Assured Guaranty Ltd.","28.36","$2.37B","2004","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ago",""
"AGO^B","Assured Guaranty Ltd.","27.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ago^b",""
"AGO^E","Assured Guaranty Ltd.","26.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ago^e",""
"AGO^F","Assured Guaranty Ltd.","25.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ago^f",""
"HOME","At Home Group Inc.","22.72","$1.46B","2016","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/home",""
"T","AT&T Inc.","27.82","$198.22B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/t",""
"T^A","AT&T Inc.","26.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/t^a",""
"T^C","AT&T Inc.","25.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/t^c",""
"TBB","AT&T Inc.","26.91","n/a","2017","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tbb",""
"TBC","AT&T Inc.","27.54","n/a","2018","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tbc",""
"ATTO","Atento S.A.","8.86","$125.45M","2014","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/atto",""
"ATH","Athene Holding Ltd.","34.24","$6.65B","2016","Finance","Life Insurance","https://old.nasdaq.com/symbol/ath",""
"ATH^A","Athene Holding Ltd.","27.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ath^a",""
"ATH^B","Athene Holding Ltd.","25.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ath^b",""
"ATH^C","Athene Holding Ltd.","27.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ath^c",""
"ATKR","Atkore International Group Inc.","23.77","$1.12B","2016","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/atkr",""
"AT","Atlantic Power Corporation","2.07","$184.69M","n/a","Energy","Electric Utilities: Central","https://old.nasdaq.com/symbol/at",""
"ASAQ","Atlantic Street Acquisition Corp","9.65","$241.25M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/asaq",""
"ASAQ.U","Atlantic Street Acquisition Corp","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/asaq.u",""
"ASAQ.WS","Atlantic Street Acquisition Corp","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asaq.ws",""
"ATCO","Atlas Corp.","9.37","$2.31B","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/atco",""
"ATCO^D","Atlas Corp.","24.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^d",""
"ATCO^E","Atlas Corp.","25.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^e",""
"ATCO^G","Atlas Corp.","25.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^g",""
"ATCO^H","Atlas Corp.","24.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^h",""
"ATCO^I","Atlas Corp.","23.4994","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^i",""
"ATO","Atmos Energy Corporation","97.69","$12.05B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/ato",""
"ACB","Aurora Cannabis Inc.","4.68","$568.75M","2018","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/acb",""
"ATHM","Autohome Inc.","96.66","$11.51B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/athm",""
"ALV","Autoliv, Inc.","84.94","$7.42B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/alv",""
"AN","AutoNation, Inc.","60.65","$5.29B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/an",""
"AZO","AutoZone, Inc.","1183.16","$27.66B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/azo",""
"AVLR","Avalara, Inc.","154.51","$12.99B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/avlr",""
"AVB","AvalonBay Communities, Inc.","145.79","$20.52B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/avb",""
"AGR","Avangrid, Inc.","50","$15.45B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/agr",""
"AVNS","Avanos Medical, Inc.","38.07","$1.82B","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/avns",""
"AVAN.U","Avanti Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/avan.u",""
"AVTR","Avantor, Inc.","24.9","$14.36B","2019","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/avtr",""
"AVTR^A","Avantor, Inc.","80.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/avtr^a",""
"AVYA","Avaya Holdings Corp.","17.99","$1.49B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/avya",""
"AVY","Avery Dennison Corporation","141.74","$11.83B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/avy",""
"AVNT","Avient Corporation","32.64","$2.98B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/avnt",""
"AVA","Avista Corporation","34.97","$2.37B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ava",""
"AXTA","Axalta Coating Systems Ltd.","26.77","$6.3B","2014","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/axta",""
"AXS","Axis Capital Holdings Limited","48.24","$4.07B","2003","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/axs",""
"AXS^E","Axis Capital Holdings Limited","25.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/axs^e",""
"AX","Axos Financial, Inc.","27.81","$1.66B","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ax",""
"AXO","Axos Financial, Inc.","25.5","n/a","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/axo",""
"AZUL","Azul S.A.","14.49","$1.65B","2017","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/azul",""
"AZRE","Azure Power Global Limited","27.02","$1.3B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/azre",""
"AZZ","AZZ Inc.","35.36","$922.06M","n/a","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/azz",""
"BGS","B&G Foods, Inc.","28.18","$1.81B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/bgs",""
"BMRG","B. Riley Principal Merger Corp. II","10","$225.25M","2020","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bmrg",""
"BMRG.U","B. Riley Principal Merger Corp. II","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/bmrg.u",""
"BMRG.WS","B. Riley Principal Merger Corp. II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bmrg.ws",""
"BW","Babcock","2.54","$131.18M","2015","Capital Goods","Building Products","https://old.nasdaq.com/symbol/bw",""
"BGH","Babson Global Short Duration High Yield Fund","13.13","$263.44M","2012","n/a","n/a","https://old.nasdaq.com/symbol/bgh",""
"BMI","Badger Meter, Inc.","76.16","$2.22B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bmi",""
"BCSF","Bain Capital Specialty Finance, Inc.","9.42","$608.18M","2018","n/a","n/a","https://old.nasdaq.com/symbol/bcsf",""
"BKR","Baker Hughes Company","14.29","$14.77B","2017","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/bkr",""
"BBN","BalckRock Taxable Municipal Bond Trust","25.43","$1.45B","2010","n/a","n/a","https://old.nasdaq.com/symbol/bbn",""
"BLL","Ball Corporation","92.72","$30.28B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/bll",""
"BANC","Banc of California, Inc.","12.24","$614.84M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/banc",""
"BANC^D","Banc of California, Inc.","25.4308","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/banc^d",""
"BANC^E","Banc of California, Inc.","25.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/banc^e",""
"BBAR","Banco BBVA Argentina S.A.","2.69","$549.4M","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bbar",""
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","2.92","$19.47B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bbva",""
"BBD","Banco Bradesco Sa","4","$35.34B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bbd",""
"BBDO","Banco Bradesco Sa","3.56","$31.45B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bbdo",""
"BCH","Banco De Chile","17.1","$8.64B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bch",""
"BLX","Banco Latinoamericano de Comercio Exterior, S.A.","14.14","$560.96M","1992","Finance","Commercial Banks","https://old.nasdaq.com/symbol/blx",""
"BSBR","Banco Santander Brasil SA","5.96","$44.47B","2009","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bsbr",""
"BSAC","Banco Santander Chile","15.75","$7.42B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bsac",""
"BSMX","Banco Santander Mexico, S.A., Institucion de Ban","3.93","$5.33B","2012","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bsmx",""
"SAN","Banco Santander, S.A.","2.08","$34.55B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/san",""
"SAN^B","Banco Santander, S.A.","24.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/san^b",""
"CIB","BanColombia S.A.","26.68","$6.42B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/cib",""
"BXS","BancorpSouth Bank","24.59","$2.52B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bxs",""
"BXS^A","BancorpSouth Bank","26.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bxs^a",""
"BAC","Bank of America Corporation","24.9","$215.67B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bac",""
"BAC^A","Bank of America Corporation","26.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^a",""
"BAC^B","Bank of America Corporation","27.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^b",""
"BAC^C","Bank of America Corporation","25.64","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^c",""
"BAC^E","Bank of America Corporation","24.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^e",""
"BAC^K","Bank of America Corporation","27.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^k",""
"BAC^L","Bank of America Corporation","1474.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^l",""
"BAC^M","Bank of America Corporation","27.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^m",""
"BAC^N","Bank of America Corporation","26.67","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^n",""
"BML^G","Bank of America Corporation","21.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bml^g",""
"BML^H","Bank of America Corporation","21.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bml^h",""
"BML^J","Bank of America Corporation","25.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bml^j",""
"BML^L","Bank of America Corporation","24.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bml^l",""
"BOH","Bank of Hawaii Corporation","62.17","$2.49B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/boh",""
"BMO","Bank Of Montreal","63.99","$41.13B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bmo",""
"NTB","Bank of N.T. Butterfield & Son Limited (The)","28.28","$1.44B","2016","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ntb",""
"BNS","Bank of Nova Scotia (The)","43.53","$52.73B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bns",""
"BKU","BankUnited, Inc.","26.94","$2.49B","2011","Finance","Savings Institutions","https://old.nasdaq.com/symbol/bku",""
"BCS","Barclays PLC","5.83","$25.29B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bcs",""
"BBDC","Barings BDC, Inc.","8.06","$386.57M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbdc",""
"MCI","Barings Corporate Investors","12","$243.14M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mci",""
"MPV","Barings Participation Investors","10.78","$114.29M","1988","Consumer Services","Miscellaneous","https://old.nasdaq.com/symbol/mpv",""
"BNED","Barnes & Noble Education, Inc","2.4","$116.72M","2015","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/bned",""
"B","Barnes Group, Inc.","39.64","$2B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/b",""
"GOLD","Barrick Gold Corporation","26.81","$47.67B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gold",""
"BHC","Bausch Health Companies Inc.","18.36","$6.52B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bhc",""
"BAX","Baxter International Inc.","81.09","$41.05B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/bax",""
"BTE","Baytex Energy Corp","0.3593","$201.64M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/bte",""
"BCE","BCE, Inc.","42.79","$38.7B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/bce",""
